opening_name,prev_moves,last_move
Slav Defense: Exchange Variation,None,d4
Slav Defense: Exchange Variation,d4,d5
Slav Defense: Exchange Variation,d4 d5,c4
Slav Defense: Exchange Variation,d4 d5 c4,c6
Slav Defense: Exchange Variation,d4 d5 c4 c6,cxd5
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5,e6
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6,dxe6
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6 dxe6,fxe6
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6 dxe6 fxe6,Nf3
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6 dxe6 fxe6 Nf3,Bb4+
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6 dxe6 fxe6 Nf3 Bb4+,Nc3
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6 dxe6 fxe6 Nf3 Bb4+ Nc3,Ba5
Slav Defense: Exchange Variation,d4 d5 c4 c6 cxd5 e6 dxe6 fxe6 Nf3 Bb4+ Nc3 Ba5,Bf4
Nimzowitsch Defense: Kennedy Variation,None,d4
Nimzowitsch Defense: Kennedy Variation,d4,Nc6
Nimzowitsch Defense: Kennedy Variation,d4 Nc6,e4
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4,e5
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5,f4
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4,f6
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6,dxe5
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5,fxe5
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5,fxe5
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5,Nxe5
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5 Nxe5,Qd4
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5 Nxe5 Qd4,Nc6
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5 Nxe5 Qd4 Nc6,Qe5+
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5 Nxe5 Qd4 Nc6 Qe5+,Nxe5
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5 Nxe5 Qd4 Nc6 Qe5+ Nxe5,c4
Nimzowitsch Defense: Kennedy Variation,d4 Nc6 e4 e5 f4 f6 dxe5 fxe5 fxe5 Nxe5 Qd4 Nc6 Qe5+ Nxe5 c4,Bb4+
King's Pawn Game: Leonardis Variation,None,e4
