opening_name,prev_moves,last_move
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4,Bb4
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4,Re2
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2,Be7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7,d5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5,exd5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5,exd5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5,Nb8
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8,Qe1
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1,Nd7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7,Ba3
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3,O-O
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O,Bxe7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7,Qc8
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8,Bxf8
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8,Qxf8
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8,Re7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7,Rd8
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8,Ne5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5,Nxe5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5,Qxe5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5,c6
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6,Rxb7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7,cxd5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5,cxd5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5,Qc5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5,Qe4
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4,g6
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6,Rd1
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1,Rc8
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8,Qe7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7,Qxe7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7 Qxe7,Rxe7
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7 Qxe7 Rxe7,a5
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7 Qxe7 Rxe7 a5,d6
Queen's Gambit Refused: Marshall Defense,d4 d5 c4 Nf6 Nc3 dxc4 e3 Be6 Nf3 a6 b3 cxb3 axb3 Nc6 Bc4 Nd5 Nxd5 Bxd5 O-O h6 Re1 e6 e4 Bxc4 bxc4 Bb4 Re2 Be7 d5 exd5 exd5 Nb8 Qe1 Nd7 Ba3 O-O Bxe7 Qc8 Bxf8 Qxf8 Re7 Rd8 Ne5 Nxe5 Qxe5 c6 Rxb7 cxd5 cxd5 Qc5 Qe4 g6 Rd1 Rc8 Qe7 Qxe7 Rxe7 a5 d6,a4
